Timestamp, TD0 Pressure, TD1 Pressure2460500,179.079881,39.719234
2460550,177.523461,39.841306
2460600,178.439002,39.963378
2460650,181.551843,39.627680
2460700,179.903868,40.085451
2460750,178.439002,39.734493
2460800,181.368734,40.085451
2460850,180.178531,40.085451
2460900,178.439002,40.207523
2460950,178.439002,39.734493
2461000,179.171435,39.566644
2461050,178.347448,39.353017
2461100,182.192721,40.222782
2461150,178.439002,39.765011
2461200,179.171435,39.719234
2461250,178.255894,39.566644
2461300,176.791028,39.841306
2461350,176.974136,39.505608
2461400,178.439002,39.749752
2461450,180.453193,39.612421
2461500,177.523461,39.719234
2461550,176.974136,39.765011
2461600,177.798123,39.612421
2461650,176.150149,39.368276
2461700,176.150149,39.429313
2461750,176.058595,39.230945
2461800,176.699474,39.627680
2461850,178.439002,39.734493
2461900,179.720760,39.841306
2461950,182.833600,40.085451
2462000,181.918059,40.085451
2462050,181.185626,39.963378
2462100,182.101167,40.085451
2462150,181.734951,40.085451
2462200,181.918059,39.963378
2462250,178.439002,39.841306
2462300,181.368734,40.085451
2462350,179.903868,39.749752
2462400,180.453193,40.253300
2462450,181.002518,39.841306
2462500,179.171435,39.841306
2462550,181.368734,39.963378
2462600,179.812314,39.749752
2462650,179.903868,40.207523
2462700,179.720760,39.627680
2462750,181.002518,39.841306
2462800,178.347448,39.993896
2462850,179.171435,39.841306
2462900,179.171435,39.993896
2462950,179.995422,39.719234
2463000,178.439002,39.841306
2463050,178.439002,39.597162
2463100,180.453193,39.673457
2463150,179.171435,39.620050
2463200,177.065690,39.887083
2463250,176.791028,39.841306
2463300,177.523461,39.841306
2463350,178.164340,39.719234
2463400,178.988327,39.963378
2463450,178.439002,39.597162
2463500,177.340352,39.566644
2463550,177.431907,39.505608
2463600,177.706569,39.673457
2463650,177.706569,39.429313
2463700,179.537652,39.887083
2463750,178.347448,39.719234
2463800,177.981231,39.505608
2463850,178.439002,39.841306
2463900,178.439002,39.642939
2463950,177.981231,39.597162
2464000,178.713664,39.841306
2464050,179.171435,39.505608
2464100,177.706569,39.444572
2464150,178.072786,39.749752
2464200,178.988327,39.963378
2464250,178.164340,39.566644
2464300,178.988327,39.887083
2464350,178.988327,39.795529
2464400,177.706569,39.810788
2464450,179.171435,39.749752
2464500,180.178531,40.009155
2464550,177.615015,39.841306
2464600,177.615015,39.627680
2464650,178.988327,39.963378
2464700,178.988327,39.749752
2464750,179.446098,39.963378
2464800,180.453193,39.795529
2464850,178.439002,39.917601
2464900,179.262989,39.749752
2464950,179.995422,39.841306
2465000,176.607919,39.963378
2465050,177.981231,39.841306
2465100,178.988327,39.627680
2465150,177.981231,39.734493
2465200,177.706569,39.719234
2465250,179.171435,39.795529
2465300,180.270085,39.719234
2465350,180.453193,39.841306
2465400,179.903868,39.993896
2465450,178.988327,39.719234
2465500,180.636301,40.344854
2465550,182.467384,40.115969
2465600,179.537652,39.749752
2465650,177.889677,39.719234
