Timestamp (ms),Wall Time,Test Master Time,Sequence Time,FPD-1,FPD-2,FPD-3,OPD-1,OPD-2,OPD-3,AP-1,PC-1,PC-2,VBAT
01:18:03.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262428,1.363055,18.876610,0.041760,25.367947
01:18:03.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262809,1.271543,18.833818,0.042141,25.370066
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.268057,1.088518,18.795686,0.043966,25.362863
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.268057,1.088518,18.795686,0.043966,25.362863
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.268057,1.088518,18.795686,0.043966,25.362863
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.263417,1.500323,18.816446,0.040924,25.363287
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.263417,1.500323,18.816446,0.040924,25.363287
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.263417,1.500323,18.816446,0.040924,25.363287
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.263417,1.500323,18.816446,0.040924,25.363287
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.266384,0.951250,18.833394,0.040087,25.360321
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265243,1.042762,18.847376,0.041000,25.362863
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265243,1.042762,18.847376,0.041000,25.362863
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265243,1.042762,18.847376,0.041000,25.362863
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265243,1.042762,18.847376,0.041000,25.362863
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265243,1.042762,18.847376,0.041000,25.362863
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.264939,1.637592,18.803312,0.042141,25.365405
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.264939,1.637592,18.803312,0.042141,25.365405
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.264939,1.637592,18.803312,0.042141,25.365405
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.264939,1.637592,18.803312,0.042141,25.365405
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.264939,1.637592,18.803312,0.042141,25.365405
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.264939,1.637592,18.803312,0.042141,25.365405
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262885,1.637592,18.882118,0.040239,25.365829
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.269807,1.912128,18.803736,0.042369,25.370913
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.269807,1.912128,18.803736,0.042369,25.370913
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.269807,1.912128,18.803736,0.042369,25.370913
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.269807,1.912128,18.803736,0.042369,25.370913
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.266460,1.408811,18.863052,0.040391,25.366676
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.266460,1.408811,18.863052,0.040391,25.366676
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.267677,1.637592,18.845681,0.041000,25.363287
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.267677,1.637592,18.845681,0.041000,25.363287
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.267677,1.637592,18.845681,0.041000,25.363287
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.267677,1.637592,18.845681,0.041000,25.363287
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.267525,0.859738,18.818141,0.041000,25.370066
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.268210,1.729104,18.855849,0.042217,25.370066
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.268210,1.729104,18.855849,0.042217,25.370066
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.268210,1.729104,18.855849,0.042217,25.370066
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.268210,1.729104,18.855849,0.042217,25.370066
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.268210,1.729104,18.855849,0.042217,25.370066
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.268210,1.729104,18.855849,0.042217,25.370066
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.268210,1.729104,18.855849,0.042217,25.370066
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.268666,1.408811,18.807549,0.042445,25.367947
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.268666,1.408811,18.807549,0.042445,25.367947
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.268590,1.180030,18.842715,0.040467,25.367524
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265699,2.369689,18.890592,0.040467,25.362439
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265699,2.369689,18.890592,0.040467,25.362439
01:18:04.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.267525,0.951250,18.828310,0.041989,25.367100
