Timestamp (ms),Wall Time,Test Master Time,Sequence Time,FPD-1,FPD-2,FPD-3,OPD-1,OPD-2,OPD-3,AP-1,PC-1,PC-2,VBAT,VCOMP,ICOMP,TC-1,TC-COMP
3749866,04:37:51.30,-4958,-4958,Main,0.233786,-2.907640,0.000000,6.351282,214.466054,0.000000,30.045732,-0.038514,0.678934,25.328061,0.574472,0.139245,19.396966,28.068866
3749867,04:37:51.30,-4957,-4957,Main,0.233786,-2.907640,0.000000,6.351282,214.466054,0.000000,30.045732,-0.038514,0.678934,25.328061,0.574472,0.139245,19.396966,28.068866
3749872,04:37:51.30,-4952,-4952,Main,-0.179543,-2.680210,0.000000,6.681278,215.817525,0.000000,30.553087,0.084549,0.639626,25.324644,0.574718,0.139091,19.396966,28.068866
3749873,04:37:51.30,-4951,-4951,Main,-0.179543,-2.680210,0.000000,6.681278,215.817525,0.000000,30.553087,0.084549,0.639626,25.324644,0.574718,0.139091,19.396966,28.068866
3749943,04:37:51.30,-4881,-4881,Main,-0.317319,-3.317015,0.000000,6.398424,214.866490,0.000000,30.230225,-0.023131,0.671073,25.324217,0.579148,0.137941,19.132024,28.066636
3749943,04:37:51.30,-4880,-4880,Main,-0.317319,-3.317015,0.000000,6.398424,214.866490,0.000000,30.230225,-0.023131,0.671073,25.324217,0.579148,0.137941,19.132024,28.066636
3749945,04:37:51.30,-4879,-4879,Main,-0.317319,-3.317015,0.000000,6.398424,214.866490,0.000000,30.230225,-0.023131,0.671073,25.324217,0.579148,0.137941,19.132024,28.066636
3749945,04:37:51.30,-4878,-4878,Main,-0.317319,-3.317015,0.000000,6.398424,214.866490,0.000000,30.230225,-0.023131,0.671073,25.324217,0.579148,0.137941,19.132024,28.066636
3749946,04:37:51.30,-4877,-4877,Main,-0.730648,-2.043405,0.000000,5.314152,215.216872,0.000000,30.414718,0.130697,0.498116,25.322936,0.575702,0.137558,19.132024,28.066636
3749951,04:37:51.30,-4872,-4872,Main,-0.730648,-2.043405,0.000000,5.314152,215.216872,0.000000,30.414718,0.130697,0.498116,25.322936,0.575702,0.137558,19.132024,28.066636
3749952,04:37:51.30,-4872,-4872,Main,1.290071,-3.271529,0.000000,6.916990,216.217961,0.000000,29.768992,0.207611,0.718243,25.316103,0.577179,0.137481,19.132024,28.066636
3749953,04:37:51.30,-4871,-4871,Main,1.290071,-3.271529,0.000000,6.916990,216.217961,0.000000,29.768992,0.207611,0.718243,25.316103,0.577179,0.137481,19.132024,28.066636
3749957,04:37:51.30,-4867,-4867,Main,1.290071,-3.271529,0.000000,6.916990,216.217961,0.000000,29.768992,0.207611,0.718243,25.316103,0.577179,0.137481,19.132024,28.325556
3749957,04:37:51.30,-4867,-4867,Main,1.290071,-3.271529,0.000000,6.916990,216.217961,0.000000,29.768992,0.207611,0.718243,25.316103,0.577179,0.137481,19.132024,28.325556
3749959,04:37:51.30,-4865,-4865,Main,-0.546946,-2.998612,0.000000,4.135594,216.167907,0.000000,29.953485,-0.069280,0.616041,25.331051,0.580379,0.138248,19.132024,28.325556
3749960,04:37:51.30,-4864,-4864,Main,-0.546946,-2.998612,0.000000,4.135594,216.167907,0.000000,29.953485,-0.069280,0.616041,25.331051,0.580379,0.138248,19.132024,28.325556
3749961,04:37:51.30,-4863,-4863,Main,-0.546946,-2.998612,0.000000,4.135594,216.167907,0.000000,29.953485,-0.069280,0.616041,25.331051,0.580379,0.138248,19.132024,28.325556
3749961,04:37:51.30,-4863,-4863,Main,-0.546946,-2.998612,0.000000,4.135594,216.167907,0.000000,29.953485,-0.069280,0.616041,25.331051,0.580379,0.138248,19.132024,28.325556
3749962,04:37:51.30,-4862,-4862,Main,-0.546946,-2.998612,0.000000,4.135594,216.167907,0.000000,29.953485,-0.069280,0.616041,25.331051,0.580379,0.138248,19.132024,28.325556
3749962,04:37:51.30,-4862,-4862,Main,-0.546946,-2.998612,0.000000,4.135594,216.167907,0.000000,29.953485,-0.069280,0.616041,25.331051,0.580379,0.138248,19.132024,28.325556
3749963,04:37:51.30,-4861,-4861,Main,-0.546946,-2.998612,0.000000,4.135594,216.167907,0.000000,29.953485,-0.069280,0.616041,25.331051,0.580379,0.138248,19.132024,28.325556
3749963,04:37:51.30,-4861,-4861,Main,-0.546946,-2.998612,0.000000,4.135594,216.167907,0.000000,29.953485,-0.069280,0.616041,25.331051,0.580379,0.138248,19.132024,28.325556
3749964,04:37:51.30,-4861,-4861,Main,-0.546946,-2.998612,0.000000,4.135594,216.167907,0.000000,29.953485,-0.069280,0.616041,25.331051,0.580379,0.138248,19.132024,28.325556
3749964,04:37:51.30,-4860,-4860,Main,-0.546946,-2.998612,0.000000,4.135594,216.167907,0.000000,29.953485,-0.069280,0.616041,25.331051,0.580379,0.138248,19.132024,28.325556
3749965,04:37:51.30,-4860,-4860,Main,-0.546946,-2.998612,0.000000,4.135594,216.167907,0.000000,29.953485,-0.069280,0.616041,25.331051,0.580379,0.138248,19.132024,28.325556
3749965,04:37:51.30,-4860,-4860,Main,0.371563,-3.726390,0.000000,5.219867,214.165728,0.000000,30.137978,0.199920,0.631765,25.338311,0.576687,0.138171,19.132024,28.325556
3749966,04:37:51.30,-4859,-4859,Main,0.371563,-3.726390,0.000000,5.219867,214.165728,0.000000,30.137978,0.199920,0.631765,25.338311,0.576687,0.138171,19.132024,28.325556
3749966,04:37:51.30,-4859,-4859,Main,0.371563,-3.726390,0.000000,5.219867,214.165728,0.000000,30.137978,0.199920,0.631765,25.338311,0.576687,0.138171,19.132024,28.325556
3749967,04:37:51.30,-4858,-4858,Main,0.371563,-3.726390,0.000000,5.219867,214.165728,0.000000,30.137978,0.199920,0.631765,25.338311,0.576687,0.138171,19.132024,28.325556
3749967,04:37:51.30,-4856,-4856,Main,0.371563,-3.726390,0.000000,5.219867,214.165728,0.000000,30.137978,0.199920,0.631765,25.338311,0.576687,0.138171,19.132024,28.325556
3749970,04:37:51.30,-4854,-4854,Main,0.371563,-3.726390,0.000000,5.219867,214.165728,0.000000,30.137978,0.199920,0.631765,25.338311,0.576687,0.138171,19.132024,28.325556
3749970,04:37:51.30,-4854,-4854,Main,0.371563,-3.726390,0.000000,5.219867,214.165728,0.000000,30.137978,0.199920,0.631765,25.338311,0.576687,0.138171,19.132024,28.325556
3749971,04:37:51.30,-4853,-4853,Main,0.371563,-3.726390,0.000000,5.219867,214.165728,0.000000,30.137978,0.199920,0.631765,25.338311,0.576687,0.138171,19.132024,28.325556
3749971,04:37:51.30,-4853,-4853,Main,0.371563,-3.726390,0.000000,5.219867,214.165728,0.000000,30.137978,0.199920,0.631765,25.338311,0.576687,0.138171,19.132024,28.325556
3749972,04:37:51.30,-4852,-4852,Main,-0.868424,-3.135071,0.000000,5.832717,215.517198,0.000000,30.645334,-0.300023,0.655349,25.325499,0.574226,0.139245,19.132024,28.325556
3749972,04:37:51.30,-4852,-4852,Main,-0.868424,-3.135071,0.000000,5.832717,215.517198,0.000000,30.645334,-0.300023,0.655349,25.325499,0.574226,0.139245,19.132024,28.325556
3749973,04:37:51.30,-4852,-4852,Main,-0.868424,-3.135071,0.000000,5.832717,215.517198,0.000000,30.645334,-0.300023,0.655349,25.325499,0.574226,0.139245,19.132024,28.325556
3749973,04:37:51.30,-4851,-4851,Main,-0.868424,-3.135071,0.000000,5.832717,215.517198,0.000000,30.645334,-0.300023,0.655349,25.325499,0.574226,0.139245,19.132024,28.325556
3749974,04:37:51.30,-4851,-4851,Main,-0.868424,-3.135071,0.000000,5.832717,215.517198,0.000000,30.645334,-0.300023,0.655349,25.325499,0.574226,0.139245,19.132024,28.325556
3749974,04:37:51.30,-4850,-4850,Main,-0.868424,-3.135071,0.000000,5.832717,215.517198,0.000000,30.645334,-0.300023,0.655349,25.325499,0.574226,0.139245,19.132024,28.325556
3749975,04:37:51.30,-4850,-4850,Main,-0.868424,-3.135071,0.000000,5.832717,215.517198,0.000000,30.645334,-0.300023,0.655349,25.325499,0.574226,0.139245,19.132024,28.325556
3749975,04:37:51.30,-4850,-4850,Main,-0.868424,-3.135071,0.000000,5.832717,215.517198,0.000000,30.645334,-0.300023,0.655349,25.325499,0.574226,0.139245,19.132024,28.325556
3749976,04:37:51.30,-4849,-4849,Main,-0.868424,-3.135071,0.000000,5.832717,215.517198,0.000000,30.645334,-0.300023,0.655349,25.325499,0.574226,0.139245,19.132024,28.325556
3749976,04:37:51.30,-4849,-4849,Main,-0.868424,-3.135071,0.000000,5.832717,215.517198,0.000000,30.645334,-0.300023,0.655349,25.325499,0.574226,0.139245,19.132024,28.325556
3750024,04:37:51.30,-4800,-4800,Main,0.187861,-2.225349,0.000000,5.691290,215.016654,0.000000,30.184101,0.384514,0.568871,25.322509,0.577179,0.138095,19.132024,28.325556
3750029,04:37:51.30,-4795,-4795,Main,0.325637,-3.271529,0.000000,5.455578,215.767471,0.000000,30.645334,0.038400,0.733966,25.321655,0.577918,0.138555,19.132024,28.325556
3750030,04:37:51.30,-4794,-4794,Main,0.325637,-3.271529,0.000000,5.455578,215.767471,0.000000,30.645334,0.038400,0.733966,25.321655,0.577918,0.138555,19.132024,28.325556
3750034,04:37:51.30,-4790,-4790,Main,0.325637,-3.271529,0.000000,5.455578,215.767471,0.000000,30.645334,0.038400,0.733966,25.321655,0.577918,0.138555,19.132024,28.325556
3750035,04:37:51.30,-4789,-4789,Main,0.325637,-3.271529,0.000000,5.455578,215.767471,0.000000,30.645334,0.038400,0.733966,25.321655,0.577918,0.138555,19.132024,28.325556
3750035,04:37:51.30,-4788,-4788,Main,0.325637,-3.271529,0.000000,5.455578,215.767471,0.000000,30.645334,0.038400,0.733966,25.321655,0.577918,0.138555,19.132024,28.325556
3750036,04:37:51.30,-4788,-4788,Main,-0.133617,-3.362501,0.000000,4.465590,215.216872,0.000000,31.152690,0.222994,0.702519,25.332332,0.574472,0.137711,19.132024,28.325556
3750037,04:37:51.30,-4788,-4788,Main,-0.133617,-3.362501,0.000000,4.465590,215.216872,0.000000,31.152690,0.222994,0.702519,25.332332,0.574472,0.137711,19.132024,28.066636
3750037,04:37:51.30,-4787,-4787,Main,-0.133617,-3.362501,0.000000,4.465590,215.216872,0.000000,31.152690,0.222994,0.702519,25.332332,0.574472,0.137711,19.132024,28.066636
3750038,04:37:51.30,-4787,-4787,Main,-0.133617,-3.362501,0.000000,4.465590,215.216872,0.000000,31.152690,0.222994,0.702519,25.332332,0.574472,0.137711,19.132024,28.066636
3750038,04:37:51.30,-4786,-4786,Main,-0.133617,-3.362501,0.000000,4.465590,215.216872,0.000000,31.152690,0.222994,0.702519,25.332332,0.574472,0.137711,19.132024,28.066636
3750039,04:37:51.30,-4786,-4786,Main,-0.133617,-3.362501,0.000000,4.465590,215.216872,0.000000,31.152690,0.222994,0.702519,25.332332,0.574472,0.137711,19.132024,28.066636
3750039,04:37:51.30,-4786,-4786,Main,-0.133617,-3.362501,0.000000,4.465590,215.216872,0.000000,31.152690,0.222994,0.702519,25.332332,0.574472,0.137711,19.132024,28.066636
3750040,04:37:51.30,-4785,-4785,Main,-0.133617,-3.362501,0.000000,4.465590,215.216872,0.000000,31.152690,0.222994,0.702519,25.332332,0.574472,0.137711,19.132024,28.066636
3750040,04:37:51.30,-4785,-4785,Main,-0.133617,-3.362501,0.000000,4.465590,215.216872,0.000000,31.152690,0.222994,0.702519,25.332332,0.574472,0.137711,19.132024,28.066636
3750041,04:37:51.30,-4784,-4784,Main,-0.133617,-3.362501,0.000000,4.465590,215.216872,0.000000,31.152690,0.222994,0.702519,25.332332,0.574472,0.137711,19.132024,28.066636
3750041,04:37:51.30,-4784,-4784,Main,-0.133617,-3.362501,0.000000,4.465590,215.216872,0.000000,31.152690,0.222994,0.702519,25.332332,0.574472,0.137711,19.132024,28.066636
3750042,04:37:51.30,-4784,-4784,Main,0.830817,-3.680904,0.000000,5.408436,214.365946,0.000000,30.414718,0.169154,0.765413,25.338311,0.573979,0.138555,19.132024,28.066636
3750042,04:37:51.30,-4783,-4783,Main,0.830817,-3.680904,0.000000,5.408436,214.365946,0.000000,30.414718,0.169154,0.765413,25.338311,0.573979,0.138555,19.132024,28.066636
3750043,04:37:51.30,-4783,-4783,Main,0.830817,-3.680904,0.000000,5.408436,214.365946,0.000000,30.414718,0.169154,0.765413,25.338311,0.573979,0.138555,19.132024,28.066636
3750043,04:37:51.30,-4783,-4783,Main,0.830817,-3.680904,0.000000,5.408436,214.365946,0.000000,30.414718,0.169154,0.765413,25.338311,0.573979,0.138555,19.132024,28.066636
3750044,04:37:51.30,-4782,-4782,Main,0.830817,-3.680904,0.000000,5.408436,214.365946,0.000000,30.414718,0.169154,0.765413,25.338311,0.573979,0.138555,19.132024,28.066636
3750044,04:37:51.30,-4782,-4782,Main,0.830817,-3.680904,0.000000,5.408436,214.365946,0.000000,30.414718,0.169154,0.765413,25.338311,0.573979,0.138555,19.132024,28.066636
3750045,04:37:51.30,-4782,-4782,Main,0.830817,-3.680904,0.000000,5.408436,214.365946,0.000000,30.414718,0.169154,0.765413,25.338311,0.573979,0.138555,19.132024,28.066636
3750045,04:37:51.30,-4781,-4781,Main,0.830817,-3.680904,0.000000,5.408436,214.365946,0.000000,30.414718,0.169154,0.765413,25.338311,0.573979,0.138555,19.132024,28.066636
3750046,04:37:51.30,-4781,-4781,Main,0.830817,-3.680904,0.000000,5.408436,214.365946,0.000000,30.414718,0.169154,0.765413,25.338311,0.573979,0.138555,19.132024,28.066636
3750046,04:37:51.30,-4780,-4780,Main,0.830817,-3.680904,0.000000,5.408436,214.365946,0.000000,30.414718,0.169154,0.765413,25.338311,0.573979,0.138555,19.132024,28.066636
3750047,04:37:51.30,-4780,-4780,Main,0.830817,-3.680904,0.000000,5.408436,214.365946,0.000000,30.414718,0.169154,0.765413,25.338311,0.573979,0.138555,19.132024,28.066636
3750047,04:37:51.30,-4780,-4780,Main,0.830817,-3.680904,0.000000,5.408436,214.365946,0.000000,30.414718,0.169154,0.765413,25.338311,0.573979,0.138555,19.132024,28.066636
3750048,04:37:51.30,-4779,-4779,Main,0.830817,-3.680904,0.000000,5.408436,214.365946,0.000000,30.414718,0.169154,0.765413,25.338311,0.573979,0.138555,19.132024,28.066636
3750048,04:37:51.30,-4779,-4779,Main,-0.822499,-3.044098,0.000000,6.256997,215.066708,0.000000,30.322471,-0.207726,0.694658,25.328061,0.573241,0.139091,19.132024,28.066636
3750049,04:37:51.30,-4779,-4779,Main,-0.822499,-3.044098,0.000000,6.256997,215.066708,0.000000,30.322471,-0.207726,0.694658,25.328061,0.573241,0.139091,19.132024,28.066636
3750049,04:37:51.30,-4778,-4778,Main,-0.822499,-3.044098,0.000000,6.256997,215.066708,0.000000,30.322471,-0.207726,0.694658,25.328061,0.573241,0.139091,19.132024,28.066636
3750050,04:37:51.30,-4777,-4777,Main,-0.822499,-3.044098,0.000000,6.256997,215.066708,0.000000,30.322471,-0.207726,0.694658,25.328061,0.573241,0.139091,19.132024,28.066636
3750050,04:37:51.30,-4776,-4776,Main,-0.822499,-3.044098,0.000000,6.256997,215.066708,0.000000,30.322471,-0.207726,0.694658,25.328061,0.573241,0.139091,19.132024,28.066636
3750051,04:37:51.30,-4775,-4775,Main,-0.822499,-3.044098,0.000000,6.256997,215.066708,0.000000,30.322471,-0.207726,0.694658,25.328061,0.573241,0.139091,19.132024,28.066636
3750051,04:37:51.30,-4773,-4773,Main,-0.822499,-3.044098,0.000000,6.256997,215.066708,0.000000,30.322471,-0.207726,0.694658,25.328061,0.573241,0.139091,19.132024,28.066636
3750053,04:37:51.30,-4771,-4771,Main,-0.822499,-3.044098,0.000000,6.256997,215.066708,0.000000,30.322471,-0.207726,0.694658,25.328061,0.573241,0.139091,19.132024,28.066636
3750054,04:37:51.30,-4770,-4770,Main,-0.822499,-3.044098,0.000000,6.256997,215.066708,0.000000,30.322471,-0.207726,0.694658,25.328061,0.573241,0.139091,19.132024,28.066636
3750054,04:37:51.30,-4769,-4769,Main,-0.822499,-3.044098,0.000000,6.256997,215.066708,0.000000,30.322471,-0.207726,0.694658,25.328061,0.573241,0.139091,19.132024,28.066636
3750055,04:37:51.30,-4769,-4769,Main,0.187861,-2.043405,0.000000,5.927001,215.467144,0.000000,30.783704,0.299909,0.631765,25.323790,0.578410,0.139091,19.132024,28.066636
3750056,04:37:51.30,-4768,-4768,Main,0.187861,-2.043405,0.000000,5.927001,215.467144,0.000000,30.783704,0.299909,0.631765,25.323790,0.578410,0.139091,19.132024,28.066636
3750056,04:37:51.30,-4768,-4768,Main,0.187861,-2.043405,0.000000,5.927001,215.467144,0.000000,30.783704,0.299909,0.631765,25.323790,0.578410,0.139091,19.132024,28.066636
3750057,04:37:51.30,-4768,-4768,Main,0.187861,-2.043405,0.000000,5.927001,215.467144,0.000000,30.783704,0.299909,0.631765,25.323790,0.578410,0.139091,19.132024,28.066636
3750057,04:37:51.30,-4766,-4766,Main,0.187861,-2.043405,0.000000,5.927001,215.467144,0.000000,30.783704,0.299909,0.631765,25.323790,0.578410,0.139091,19.132024,28.066636
3750058,04:37:51.30,-4766,-4766,Main,0.187861,-2.043405,0.000000,5.927001,215.467144,0.000000,30.783704,0.299909,0.631765,25.323790,0.578410,0.139091,19.132024,28.066636
3750059,04:37:51.30,-4765,-4765,Main,0.187861,-2.043405,0.000000,5.927001,215.467144,0.000000,30.783704,0.299909,0.631765,25.323790,0.578410,0.139091,19.132024,28.066636
3750059,04:37:51.30,-4765,-4765,Main,0.187861,-2.043405,0.000000,5.927001,215.467144,0.000000,30.783704,0.299909,0.631765,25.323790,0.578410,0.139091,19.132024,28.066636
3750060,04:37:51.30,-4764,-4764,Main,0.187861,-2.043405,0.000000,5.927001,215.467144,0.000000,30.783704,0.299909,0.631765,25.323790,0.578410,0.139091,19.132024,28.066636
3750060,04:37:51.30,-4764,-4764,Main,0.187861,-2.043405,0.000000,5.927001,215.467144,0.000000,30.783704,0.299909,0.631765,25.323790,0.578410,0.139091,19.132024,28.066636
3750061,04:37:51.30,-4764,-4764,Main,0.187861,-2.043405,0.000000,5.927001,215.467144,0.000000,30.783704,0.299909,0.631765,25.323790,0.578410,0.139091,19.132024,28.066636
3750061,04:37:51.30,-4763,-4763,Main,0.693041,-3.044098,0.000000,7.765551,215.517198,0.000000,29.446129,-0.061589,0.647488,25.317384,0.577179,0.138095,19.132024,28.066636
3750062,04:37:51.30,-4763,-4763,Main,0.693041,-3.044098,0.000000,7.765551,215.517198,0.000000,29.446129,-0.061589,0.647488,25.317384,0.577179,0.138095,19.132024,28.066636
3750062,04:37:51.30,-4763,-4763,Main,0.693041,-3.044098,0.000000,7.765551,215.517198,0.000000,29.446129,-0.061589,0.647488,25.317384,0.577179,0.138095,19.132024,28.066636
3750063,04:37:51.30,-4762,-4762,Main,0.693041,-3.044098,0.000000,7.765551,215.517198,0.000000,29.446129,-0.061589,0.647488,25.317384,0.577179,0.138095,19.132024,28.066636
3750063,04:37:51.30,-4762,-4762,Main,0.693041,-3.044098,0.000000,7.765551,215.517198,0.000000,29.446129,-0.061589,0.647488,25.317384,0.577179,0.138095,19.132024,28.066636
3750064,04:37:51.30,-4761,-4761,Main,0.693041,-3.044098,0.000000,7.765551,215.517198,0.000000,29.446129,-0.061589,0.647488,25.317384,0.577179,0.138095,19.132024,28.066636
3750064,04:37:51.30,-4761,-4761,Main,0.693041,-3.044098,0.000000,7.765551,215.517198,0.000000,29.446129,-0.061589,0.647488,25.317384,0.577179,0.138095,19.132024,28.066636
3750065,04:37:51.30,-4760,-4760,Main,0.693041,-3.044098,0.000000,7.765551,215.517198,0.000000,29.446129,-0.061589,0.647488,25.317384,0.577179,0.138095,19.132024,28.066636
3750065,04:37:51.30,-4760,-4760,Main,0.693041,-3.044098,0.000000,7.765551,215.517198,0.000000,29.446129,-0.061589,0.647488,25.317384,0.577179,0.138095,19.132024,28.066636
3750066,04:37:51.30,-4759,-4759,Main,0.693041,-3.044098,0.000000,7.765551,215.517198,0.000000,29.446129,-0.061589,0.647488,25.317384,0.577179,0.138095,19.132024,28.066636
3750066,04:37:51.30,-4759,-4759,Main,0.693041,-3.044098,0.000000,7.765551,215.517198,0.000000,29.446129,-0.061589,0.647488,25.317384,0.577179,0.138095,19.132024,28.066636
3750067,04:37:51.30,-4759,-4759,Main,0.693041,-3.044098,0.000000,7.765551,215.517198,0.000000,29.446129,-0.061589,0.647488,25.317384,0.577179,0.138095,19.132024,28.066636
3750067,04:37:51.30,-4758,-4758,Main,0.693041,-3.044098,0.000000,7.765551,215.517198,0.000000,29.446129,-0.061589,0.647488,25.317384,0.577179,0.138095,19.132024,28.066636
3750068,04:37:51.30,-4756,-4756,Main,-0.638797,-3.407987,0.000000,4.889871,215.867580,0.000000,30.414718,0.338366,0.773274,25.334467,0.576195,0.137251,19.132024,28.066636
3750070,04:37:51.30,-4754,-4754,Main,-0.638797,-3.407987,0.000000,4.889871,215.867580,0.000000,30.414718,0.338366,0.773274,25.334467,0.576195,0.137251,19.132024,28.066636
3750070,04:37:51.30,-4753,-4753,Main,-0.638797,-3.407987,0.000000,4.889871,215.867580,0.000000,30.414718,0.338366,0.773274,25.334467,0.576195,0.137251,19.132024,28.066636
3750071,04:37:51.30,-4753,-4753,Main,-0.638797,-3.407987,0.000000,4.889871,215.867580,0.000000,30.414718,0.338366,0.773274,25.334467,0.576195,0.137251,19.132024,28.066636
3750071,04:37:51.30,-4753,-4753,Main,-0.638797,-3.407987,0.000000,4.889871,215.867580,0.000000,30.414718,0.338366,0.773274,25.334467,0.576195,0.137251,19.132024,28.066636
3750072,04:37:51.30,-4752,-4752,Main,-0.638797,-3.407987,0.000000,4.889871,215.867580,0.000000,30.414718,0.338366,0.773274,25.334467,0.576195,0.137251,19.132024,28.066636
3750072,04:37:51.30,-4752,-4752,Main,-0.638797,-3.407987,0.000000,4.889871,215.867580,0.000000,30.414718,0.338366,0.773274,25.334467,0.576195,0.137251,19.132024,28.066636
3750073,04:37:51.30,-4752,-4752,Main,-0.638797,-3.407987,0.000000,4.889871,215.867580,0.000000,30.414718,0.338366,0.773274,25.334467,0.576195,0.137251,19.132024,28.066636
3750073,04:37:51.30,-4751,-4751,Main,-0.638797,-3.407987,0.000000,4.889871,215.867580,0.000000,30.414718,0.338366,0.773274,25.334467,0.576195,0.137251,19.132024,28.066636
3750074,04:37:51.30,-4751,-4751,Main,0.417488,-3.362501,0.000000,5.455578,214.616218,0.000000,30.875950,0.069166,0.655349,25.340447,0.572995,0.138325,19.132024,28.066636
3750074,04:37:51.30,-4751,-4751,Main,0.417488,-3.362501,0.000000,5.455578,214.616218,0.000000,30.875950,0.069166,0.655349,25.340447,0.572995,0.138325,19.132024,28.066636
3750075,04:37:51.30,-4750,-4750,Main,0.417488,-3.362501,0.000000,5.455578,214.616218,0.000000,30.875950,0.069166,0.655349,25.340447,0.572995,0.138325,19.132024,28.066636
3750075,04:37:51.30,-4750,-4750,Main,0.417488,-3.362501,0.000000,5.455578,214.616218,0.000000,30.875950,0.069166,0.655349,25.340447,0.572995,0.138325,19.132024,28.066636
3750076,04:37:51.30,-4750,-4750,Main,0.417488,-3.362501,0.000000,5.455578,214.616218,0.000000,30.875950,0.069166,0.655349,25.340447,0.572995,0.138325,19.132024,28.066636
3750076,04:37:51.30,-4749,-4749,Main,0.417488,-3.362501,0.000000,5.455578,214.616218,0.000000,30.875950,0.069166,0.655349,25.340447,0.572995,0.138325,19.132024,28.068866
3750077,04:37:51.30,-4749,-4749,Main,0.417488,-3.362501,0.000000,5.455578,214.616218,0.000000,30.875950,0.069166,0.655349,25.340447,0.572995,0.138325,19.132024,28.068866
3750077,04:37:51.30,-4749,-4749,Main,0.417488,-3.362501,0.000000,5.455578,214.616218,0.000000,30.875950,0.069166,0.655349,25.340447,0.572995,0.138325,19.132024,28.068866
3750078,04:37:51.30,-4748,-4748,Main,0.417488,-3.362501,0.000000,5.455578,214.616218,0.000000,30.875950,0.069166,0.655349,25.340447,0.572995,0.138325,19.132024,28.068866
3750078,04:37:51.30,-4748,-4748,Main,0.417488,-3.362501,0.000000,5.455578,214.616218,0.000000,30.875950,0.069166,0.655349,25.340447,0.572995,0.138325,19.132024,28.068866
