Timestamp (ms),Wall Time,Test Master Time,Sequence Time,FPD-1,FPD-2,FPD-3,OPD-1,OPD-2,OPD-3,AP-1,PC-1,PC-2,VBAT,VCOMP,ICOMP,TC-1,TC-COMP
11617587,18:08:29.30,0,0,Main,-2.225349,504.541050,0.000000,2.914958,1370.842072,0.000000,111.268803,-0.076971,1.048432,25.250331,1.882170,0.733335,34.187184,50.882845
11617615,18:08:29.30,0,0,Main,-3.635417,502.749957,0.000000,0.840089,1374.093315,0.000000,112.329638,0.199920,1.127048,25.217445,1.888816,0.733642,34.187184,50.884914
11617644,18:08:29.30,0,0,Main,-0.678822,505.781036,0.000000,3.103582,1370.164730,0.000000,110.484708,-0.176960,0.961954,25.249904,1.888323,0.735175,34.187184,50.884914
11617647,18:08:29.30,0,0,Main,-0.860766,504.908453,0.000000,2.018992,1370.300199,0.000000,110.161845,-0.061589,0.899061,25.253321,1.889554,0.734868,34.187184,50.884914
11617649,18:08:29.30,0,0,Main,-0.860766,504.908453,0.000000,2.018992,1370.300199,0.000000,110.161845,-0.061589,0.899061,25.253321,1.889554,0.734868,34.187184,50.884914
11617673,18:08:29.30,0,0,Main,-4.272223,503.898093,0.000000,0.604309,1372.874099,0.000000,112.145145,0.038400,0.867614,25.234529,1.883647,0.731265,34.189961,50.884914
11617709,18:08:29.30,0,0,Main,-4.181250,502.244778,0.000000,1.971836,1375.041594,0.000000,112.698625,0.207611,1.323590,25.213174,1.883401,0.731955,34.189961,50.884914
11617715,18:08:29.30,0,0,Main,-4.363195,501.923299,0.000000,2.207616,1374.454564,0.000000,112.836994,0.207611,1.394345,25.215737,1.885616,0.733565,34.189961,50.884914
11617717,18:08:29.30,0,0,Main,-3.453473,502.979585,0.000000,2.018992,1373.822378,0.000000,112.468008,0.338366,1.457238,25.222143,1.884385,0.734178,34.189961,50.884914
11617719,18:08:29.30,0,0,Main,-3.453473,502.979585,0.000000,2.018992,1373.822378,0.000000,112.468008,0.338366,1.457238,25.222143,1.884385,0.734178,34.189961,50.884914
11617746,18:08:29.30,0,0,Main,-0.860766,504.678826,0.000000,2.113304,1370.390511,0.000000,110.115722,-0.192343,1.268558,25.247768,1.889062,0.736172,34.187184,50.884914
11617776,18:08:29.30,0,0,Main,-4.044792,503.760317,0.000000,1.971836,1372.558006,0.000000,112.191269,0.023017,0.694658,25.234529,1.885616,0.731878,34.187184,50.884914
11617781,18:08:29.30,0,0,Main,-4.317709,503.255137,0.000000,0.132748,1373.190192,0.000000,111.868406,-0.092354,0.781136,25.232820,1.887339,0.731801,34.187184,50.884914
11617783,18:08:29.30,0,0,Main,-4.317709,503.255137,0.000000,0.132748,1373.190192,0.000000,111.868406,-0.092354,0.781136,25.232820,1.887339,0.731801,34.187184,50.884914
11617784,18:08:29.30,0,0,Main,-4.317709,503.255137,0.000000,0.132748,1373.190192,0.000000,111.868406,-0.092354,0.781136,25.232820,1.887339,0.731801,34.187184,50.884914
11617786,18:08:29.30,0,0,Main,-4.818056,503.071435,0.000000,-0.621750,1372.648318,0.000000,111.591666,-0.007749,0.718243,25.237518,1.885862,0.731571,34.187184,50.884914
11617813,18:08:29.30,0,0,Main,-4.818056,501.785523,0.000000,-1.046155,1375.177062,0.000000,113.436597,-0.007749,0.969815,25.214883,1.880201,0.732261,34.184393,50.884914
11617815,18:08:29.30,0,0,Main,-4.818056,501.785523,0.000000,-1.046155,1375.177062,0.000000,113.436597,-0.007749,0.969815,25.214883,1.880201,0.732261,34.184393,50.884914
11617817,18:08:29.30,0,0,Main,-4.818056,501.785523,0.000000,-1.046155,1375.177062,0.000000,113.436597,-0.007749,0.969815,25.214883,1.880201,0.732261,34.184393,50.884914
11617819,18:08:29.30,0,0,Main,-4.408681,501.096642,0.000000,-2.507994,1374.635189,0.000000,113.205980,0.238377,1.064155,25.208476,1.883647,0.733718,34.184393,50.884914
11617821,18:08:29.30,0,0,Main,-4.408681,501.096642,0.000000,-2.507994,1374.635189,0.000000,113.205980,0.238377,1.064155,25.208476,1.883647,0.733718,34.184393,50.884914
11617822,18:08:29.30,0,0,Main,-4.408681,501.096642,0.000000,-2.507994,1374.635189,0.000000,113.205980,0.238377,1.064155,25.208476,1.883647,0.733718,34.184393,50.884914
11617826,18:08:29.30,0,0,Main,-4.272223,502.979585,0.000000,-1.093311,1374.048159,0.000000,112.790871,0.376823,1.111325,25.213174,1.882170,0.732951,34.184393,50.884914
11617851,18:08:29.30,0,0,Main,-2.953126,503.071435,0.000000,1.783211,1372.241913,0.000000,112.052899,0.169154,1.480823,25.225133,1.890293,0.735252,34.445476,50.889046
11617896,18:08:29.30,0,0,Main,-0.769794,504.954379,0.000000,1.405962,1370.661448,0.000000,110.530831,-0.100046,1.016985,25.248196,1.886108,0.734408,34.448213,50.630774
11617897,18:08:29.30,0,0,Main,-0.769794,504.954379,0.000000,1.405962,1370.661448,0.000000,110.530831,-0.100046,1.016985,25.248196,1.886108,0.734408,34.448213,50.630774
11617898,18:08:29.30,0,0,Main,-0.769794,504.954379,0.000000,1.405962,1370.661448,0.000000,110.530831,-0.100046,1.016985,25.248196,1.886108,0.734408,34.448213,50.630774
11617902,18:08:29.30,0,0,Main,-0.997225,504.495124,0.000000,1.500275,1370.751760,0.000000,110.484708,-0.015440,1.111325,25.249050,1.888077,0.734102,34.448213,50.630774
11617903,18:08:29.30,0,0,Main,-0.997225,504.495124,0.000000,1.500275,1370.751760,0.000000,110.484708,-0.015440,1.111325,25.249050,1.888077,0.734102,34.448213,50.630774
11617905,18:08:29.30,0,0,Main,-0.997225,504.495124,0.000000,1.500275,1370.751760,0.000000,110.484708,-0.015440,1.111325,25.249050,1.888077,0.734102,34.448213,50.630774
11617930,18:08:30.30,0,0,Main,-4.499653,502.658106,0.000000,1.028714,1373.009567,0.000000,111.361050,0.007634,0.930507,25.231966,1.884631,0.731955,34.448213,50.628700
11617937,18:08:30.30,0,0,Main,-4.590625,502.658106,0.000000,1.217338,1372.558006,0.000000,112.006776,0.015326,0.655349,25.232820,1.887339,0.732261,34.448213,50.886981
11617967,18:08:30.30,0,0,Main,-4.818056,501.280343,0.000000,-1.989277,1375.312531,0.000000,113.021487,0.176846,0.930507,25.217445,1.880693,0.733335,34.448213,50.886981
11617998,18:08:30.30,0,0,Main,-3.953820,502.566256,0.000000,-1.612028,1374.815813,0.000000,112.514131,0.215303,1.394345,25.217872,1.882909,0.733642,34.187184,50.884914
11618000,18:08:30.30,0,0,Main,-3.953820,502.566256,0.000000,-1.612028,1374.815813,0.000000,112.514131,0.215303,1.394345,25.217872,1.882909,0.733642,34.187184,50.884914
11618005,18:08:30.30,0,0,Main,-3.635417,502.841808,0.000000,-0.385969,1374.003003,0.000000,112.421885,0.361440,1.433653,25.215737,1.886108,0.733488,34.187184,50.884914
11618006,18:08:30.30,0,0,Main,-3.635417,502.841808,0.000000,-0.385969,1374.003003,0.000000,112.421885,0.361440,1.433653,25.215737,1.886108,0.733488,34.187184,50.884914
11618009,18:08:30.30,0,0,Main,-3.635417,502.841808,0.000000,-0.385969,1374.003003,0.000000,112.421885,0.361440,1.433653,25.215737,1.886108,0.733488,34.187184,50.884914
11618034,18:08:30.30,0,0,Main,-2.771182,503.438839,0.000000,1.453119,1373.099880,0.000000,111.499420,0.061474,1.504408,25.216591,1.890539,0.734485,34.189961,50.884914
11618037,18:08:30.30,0,0,Main,-4.226737,502.704032,0.000000,-0.810374,1374.183627,0.000000,112.191269,0.407589,1.433653,25.215310,1.888570,0.734178,34.189961,50.884914
11618040,18:08:30.30,0,0,Main,-4.226737,502.704032,0.000000,-0.810374,1374.183627,0.000000,112.191269,0.407589,1.433653,25.215310,1.888570,0.734178,34.189961,50.884914
11618088,18:08:30.30,0,0,Main,-0.951739,504.632900,0.000000,0.509997,1370.796916,0.000000,110.346338,-0.046206,1.323590,25.243070,1.886601,0.734868,34.450937,50.886981
11618091,18:08:30.30,0,0,Main,-0.951739,504.632900,0.000000,0.509997,1370.796916,0.000000,110.346338,-0.046206,1.323590,25.243070,1.886601,0.734868,34.450937,50.886981
11618092,18:08:30.30,0,0,Main,-0.951739,504.632900,0.000000,0.509997,1370.796916,0.000000,110.346338,-0.046206,1.323590,25.243070,1.886601,0.734868,34.450937,50.886981
11618095,18:08:30.30,0,0,Main,-1.179169,504.724751,0.000000,0.698621,1370.435667,0.000000,109.977352,-0.053897,1.292143,25.245206,1.889308,0.736555,34.450937,50.886981
11618122,18:08:30.30,0,0,Main,-0.542364,505.459558,0.000000,0.792933,1370.074418,0.000000,110.023475,0.076857,1.221388,25.247768,1.887093,0.735635,34.448213,50.886981
11618150,18:08:30.30,0,0,Main,-0.542364,505.046229,0.000000,0.415684,1370.390511,0.000000,110.945940,0.038400,1.056294,25.253321,1.889554,0.734945,33.925945,50.889046
11618153,18:08:30.30,0,0,Main,-1.406599,503.989944,0.000000,-0.621750,1370.571136,0.000000,110.761447,0.107623,0.946231,25.249904,1.886847,0.733182,33.925945,50.889046
11618157,18:08:30.30,0,0,Main,-1.406599,503.989944,0.000000,-0.621750,1370.571136,0.000000,110.761447,0.107623,0.946231,25.249904,1.886847,0.733182,33.925945,50.889046
11618158,18:08:30.30,0,0,Main,-1.497572,503.944019,0.000000,-0.385969,1371.293634,0.000000,110.853694,-0.023131,1.056294,25.248196,1.886847,0.733028,33.925945,50.889046
11618160,18:08:30.30,0,0,Main,-1.497572,503.944019,0.000000,-0.385969,1371.293634,0.000000,110.853694,-0.023131,1.056294,25.248196,1.886847,0.733028,33.925945,50.889046
11618197,18:08:30.30,0,0,Main,-4.590625,501.509970,0.000000,-2.366526,1374.906125,0.000000,113.436597,-0.007749,1.433653,25.214456,1.883401,0.732568,33.928774,50.630774
11618198,18:08:30.30,0,0,Main,-4.590625,501.509970,0.000000,-2.366526,1374.906125,0.000000,113.436597,-0.007749,1.433653,25.214456,1.883401,0.732568,33.928774,50.630774
11618226,18:08:30.30,0,0,Main,-2.816668,504.035870,0.000000,0.085592,1372.016132,0.000000,110.207968,0.253760,1.410068,25.234102,1.886847,0.734715,34.189961,50.630774
11618227,18:08:30.30,0,0,Main,-2.816668,504.035870,0.000000,0.085592,1372.016132,0.000000,110.207968,0.253760,1.410068,25.234102,1.886847,0.734715,34.189961,50.630774
11618230,18:08:30.30,0,0,Main,-2.179863,503.576615,0.000000,0.934401,1372.332225,0.000000,110.853694,0.146080,1.441514,25.233247,1.893492,0.735098,34.189961,50.630774
11618232,18:08:30.30,0,0,Main,-2.179863,503.576615,0.000000,0.934401,1372.332225,0.000000,110.853694,0.146080,1.441514,25.233247,1.893492,0.735098,34.189961,50.630774
11618237,18:08:30.30,0,0,Main,-1.906946,503.989944,0.000000,1.358806,1371.925820,0.000000,112.006776,0.315291,1.449376,25.222997,1.893738,0.735252,34.189961,50.630774
11618263,18:08:30.30,0,0,Main,-1.224655,504.495124,0.000000,1.405962,1370.796916,0.000000,109.931229,0.092240,1.355036,25.235810,1.890293,0.736555,34.187184,50.630774
11618289,18:08:30.30,0,0,Main,-0.587850,505.000304,0.000000,0.509997,1370.525979,0.000000,110.438584,-0.023131,1.142772,25.255883,1.888570,0.734025,34.187184,50.628700
11618292,18:08:30.30,0,0,Main,-1.088197,505.000304,0.000000,0.227060,1370.796916,0.000000,111.730036,0.038400,1.048432,25.251612,1.888816,0.734255,34.187184,50.628700
11618297,18:08:30.30,0,0,Main,-1.088197,505.000304,0.000000,0.227060,1370.796916,0.000000,111.730036,0.038400,1.048432,25.251612,1.888816,0.734255,34.187184,50.628700
11618299,18:08:30.30,0,0,Main,-1.042711,504.586975,0.000000,0.509997,1371.022697,0.000000,110.530831,0.038400,1.032709,25.248623,1.890046,0.733335,34.187184,50.628700
11618301,18:08:30.30,0,0,Main,-1.042711,504.586975,0.000000,0.509997,1371.022697,0.000000,110.530831,0.038400,1.032709,25.248623,1.890046,0.733335,34.187184,50.628700
11618328,18:08:30.30,0,0,Main,-4.727083,502.107001,0.000000,-1.894965,1374.093315,0.000000,112.929241,0.246069,1.009124,25.224706,1.883647,0.732721,34.187184,50.886981
11618331,18:08:30.30,0,0,Main,-4.727083,502.336628,0.000000,-1.329091,1374.951282,0.000000,113.252104,0.246069,0.938369,25.217445,1.880693,0.731495,34.187184,50.886981
11618333,18:08:30.30,0,0,Main,-4.727083,502.336628,0.000000,-1.329091,1374.951282,0.000000,113.252104,0.246069,0.938369,25.217445,1.880693,0.731495,34.187184,50.886981
11618336,18:08:30.30,0,0,Main,-4.727083,502.336628,0.000000,-1.329091,1374.951282,0.000000,113.252104,0.246069,0.938369,25.217445,1.880693,0.731495,34.187184,50.886981
11618338,18:08:30.30,0,0,Main,-4.590625,501.464045,0.000000,-1.894965,1375.086750,0.000000,113.436597,0.046091,0.985539,25.211039,1.881186,0.733718,34.187184,50.886981
11618342,18:08:30.30,0,0,Main,-4.590625,501.464045,0.000000,-1.894965,1375.086750,0.000000,113.436597,0.046091,0.985539,25.211039,1.881186,0.733718,34.187184,50.886981
11618387,18:08:30.30,0,0,Main,-4.818056,503.071435,0.000000,1.594587,1373.099880,0.000000,112.145145,0.069166,0.663211,25.231966,1.886354,0.732415,34.187184,50.628700
11618392,18:08:30.30,0,0,Main,-4.863542,502.612181,0.000000,2.018992,1374.815813,0.000000,112.929241,-0.023131,0.844029,25.218726,1.881924,0.732645,34.187184,50.628700
11618393,18:08:30.30,0,0,Main,-4.863542,502.612181,0.000000,2.018992,1374.815813,0.000000,112.929241,-0.023131,0.844029,25.218726,1.881924,0.732645,34.187184,50.628700
11618396,18:08:30.30,0,0,Main,-4.727083,501.923299,0.000000,-0.055877,1374.725501,0.000000,113.344350,0.146080,0.961954,25.212320,1.884385,0.732185,34.187184,50.628700
11618425,18:08:30.30,0,0,Main,-0.769794,505.597335,0.000000,1.971836,1369.893793,0.000000,111.268803,0.092240,1.119187,25.249050,1.892015,0.736172,34.187184,50.628700
11618433,18:08:30.30,0,0,Main,-2.088891,504.908453,0.000000,1.075870,1371.835508,0.000000,111.730036,-0.130811,0.969815,25.242216,1.888570,0.733412,34.187184,50.626625
11618434,18:08:30.30,0,0,Main,-2.088891,504.908453,0.000000,1.075870,1371.835508,0.000000,111.730036,-0.130811,0.969815,25.242216,1.888570,0.733412,34.187184,50.626625
11618435,18:08:30.30,0,0,Main,-2.088891,504.908453,0.000000,1.075870,1371.835508,0.000000,111.730036,-0.130811,0.969815,25.242216,1.888570,0.733412,34.187184,50.626625
11618439,18:08:30.30,0,0,Main,-3.407987,503.025510,0.000000,0.604309,1371.880664,0.000000,111.591666,-0.000057,0.859752,25.234956,1.882416,0.732185,34.187184,50.626625
11618487,18:08:30.30,0,0,Main,-1.133683,505.505484,0.000000,0.462840,1370.390511,0.000000,110.023475,-0.223109,1.260697,25.250331,1.893492,0.735712,34.184393,50.884914
11618513,18:08:30.30,0,0,Main,-2.589238,503.944019,0.000000,-0.904686,1372.106444,0.000000,112.421885,-0.000057,0.922646,25.240935,1.880447,0.732338,34.184393,50.884914
11618514,18:08:30.30,0,0,Main,-2.589238,503.944019,0.000000,-0.904686,1372.106444,0.000000,112.421885,-0.000057,0.922646,25.240935,1.880447,0.732338,34.184393,50.884914
11618517,18:08:30.30,0,0,Main,-4.408681,503.163286,0.000000,0.132748,1373.280504,0.000000,111.683913,-0.107737,0.875476,25.233674,1.884385,0.732721,34.184393,50.884914
11618519,18:08:30.30,0,0,Main,-4.408681,503.163286,0.000000,0.132748,1373.280504,0.000000,111.683913,-0.107737,0.875476,25.233674,1.884385,0.732721,34.184393,50.884914
11618519,18:08:30.30,0,0,Main,-4.408681,503.163286,0.000000,0.132748,1373.280504,0.000000,111.683913,-0.107737,0.875476,25.233674,1.884385,0.732721,34.184393,50.884914
11618521,18:08:30.30,0,0,Main,-4.408681,503.163286,0.000000,0.132748,1373.280504,0.000000,111.683913,-0.107737,0.875476,25.233674,1.884385,0.732721,34.184393,50.884914
11618523,18:08:30.30,0,0,Main,-4.954514,502.336628,0.000000,-0.810374,1373.822378,0.000000,113.298227,0.076857,1.001262,25.222997,1.883647,0.732415,34.184393,50.884914
11618547,18:08:30.30,0,0,Main,-3.726390,503.530690,0.000000,0.509997,1373.461129,0.000000,112.375762,0.107623,1.402206,25.217018,1.885616,0.733718,34.184393,50.626625
